date,exdate,cp_flag,strike_price,best_bid,best_offer,volume,impl_volatility,ticker,exercise_style
23/5/2012,20/10/2012,P,525000,32.15,32.5,142,0.376209,AAPL,A
23/5/2012,20/10/2012,P,530000,34.05,34.4,102,0.374906,AAPL,A
23/5/2012,20/10/2012,P,535000,36,36.35,101,0.373436,AAPL,A
23/5/2012,20/10/2012,P,540000,38,38.4,42,0.371985,AAPL,A
23/5/2012,20/10/2012,P,545000,40.15,40.55,10,0.370923,AAPL,A
23/5/2012,20/10/2012,P,550000,42.3,42.65,239,0.369166,AAPL,A
23/5/2012,20/10/2012,P,555000,44.55,44.95,40,0.367964,AAPL,A
23/5/2012,20/10/2012,P,560000,46.9,47.3,127,0.366763,AAPL,A
23/5/2012,20/10/2012,P,565000,49.3,49.75,13,0.365566,AAPL,A
23/5/2012,20/10/2012,P,570000,51.8,52.2,46,0.364217,AAPL,A
23/5/2012,20/10/2012,P,575000,54.35,54.75,53,0.362894,AAPL,A
23/5/2012,20/10/2012,P,580000,57,57.35,269,0.361595,AAPL,A
23/5/2012,20/10/2012,P,585000,59.65,60.1,51,0.360306,AAPL,A
23/5/2012,20/10/2012,P,590000,62.45,62.9,50,0.359197,AAPL,A
23/5/2012,20/10/2012,P,595000,65.3,65.75,7,0.357936,AAPL,A
23/5/2012,20/10/2012,P,600000,68.15,68.7,41,0.356531,AAPL,A
23/5/2012,20/10/2012,P,605000,71.25,71.8,0,0.35603,AAPL,A
23/5/2012,20/10/2012,P,610000,74.25,74.9,20,0.354694,AAPL,A
23/5/2012,20/10/2012,P,615000,77.4,78,10,0.353392,AAPL,A
23/5/2012,20/10/2012,P,620000,80.6,81.25,0,0.352306,AAPL,A
23/5/2012,20/10/2012,P,625000,83.85,84.6,0,0.35129,AAPL,A
23/5/2012,20/10/2012,P,630000,87.25,87.9,0,0.350175,AAPL,A
23/5/2012,20/10/2012,P,635000,90.7,91.5,0,0.349873,AAPL,A
23/5/2012,20/10/2012,P,640000,94.2,95,0,0.348927,AAPL,A
23/5/2012,20/10/2012,P,645000,97.5,98.55,0,0.346935,AAPL,A
23/5/2012,20/10/2012,P,650000,101.25,102,11,0.345795,AAPL,A
23/5/2012,20/10/2012,P,655000,104.45,106.4,0,0.345751,AAPL,A
23/5/2012,20/10/2012,P,660000,108.8,109.7,70,0.34549,AAPL,A
23/5/2012,20/10/2012,P,665000,112.3,114.1,0,0.345813,AAPL,A
23/5/2012,20/10/2012,P,670000,116.2,117.5,0,0.343231,AAPL,A
23/5/2012,20/10/2012,P,675000,120,122,0,0.34437,AAPL,A
23/5/2012,20/10/2012,P,680000,124.25,125.3,0,0.341897,AAPL,A
23/5/2012,20/10/2012,P,685000,128.05,130.05,0,0.343387,AAPL,A
23/5/2012,20/10/2012,P,690000,132.2,134.2,0,0.343413,AAPL,A
23/5/2012,20/10/2012,P,695000,136.35,138.35,0,0.343047,AAPL,A
23/5/2012,20/10/2012,P,700000,140.85,142.15,0,0.342266,AAPL,A
23/5/2012,20/10/2012,P,705000,144.95,147.2,0,0.345275,AAPL,A
23/5/2012,20/10/2012,P,710000,149.25,151.45,0,0.345026,AAPL,A
23/5/2012,20/10/2012,P,715000,153.75,155.3,0,0.343334,AAPL,A
23/5/2012,20/10/2012,P,720000,157.8,160.2,0,0.344429,AAPL,A
23/5/2012,20/10/2012,P,725000,162.5,164.4,0,0.344949,AAPL,A
23/5/2012,20/10/2012,P,730000,167.05,169,0,0.346574,AAPL,A
23/5/2012,20/10/2012,P,735000,171.5,173.3,0,0.345571,AAPL,A
23/5/2012,20/10/2012,P,740000,175.95,177.9,0,0.345986,AAPL,A
23/5/2012,20/10/2012,P,745000,180.5,182.5,0,0.346722,AAPL,A
23/5/2012,20/10/2012,P,750000,184.95,186.4,0,0.341911,AAPL,A
23/5/2012,20/10/2012,P,755000,189.8,191.7,0,0.348691,AAPL,A
23/5/2012,20/10/2012,P,760000,194.45,195.7,0,0.345064,AAPL,A
23/5/2012,20/10/2012,P,765000,199.05,201.1,0,0.350637,AAPL,A
23/5/2012,20/10/2012,P,770000,203.7,205.8,0,0.3514,AAPL,A
23/5/2012,20/10/2012,P,775000,208.45,210.5,0,0.352668,AAPL,A
23/5/2012,20/10/2012,P,780000,213.15,215.15,0,0.352931,AAPL,A
23/5/2012,20/10/2012,P,785000,217.85,219.25,0,0.348303,AAPL,A
23/5/2012,20/10/2012,P,790000,222.45,224.65,0,0.353397,AAPL,A
23/5/2012,20/10/2012,P,795000,227.55,229.45,0,0.357581,AAPL,A
23/5/2012,20/10/2012,P,800000,232.45,234.3,0,0.36038,AAPL,A
23/5/2012,20/10/2012,P,805000,236.85,239.1,0,0.358016,AAPL,A
23/5/2012,20/10/2012,P,810000,241.7,243.9,0,0.359503,AAPL,A
23/5/2012,20/10/2012,P,815000,246.5,248.9,0,0.362287,AAPL,A
23/5/2012,20/10/2012,P,820000,250.9,253.75,0,0.359303,AAPL,A
23/5/2012,20/10/2012,P,825000,256.05,258.45,0,0.362293,AAPL,A
23/5/2012,20/10/2012,P,830000,260.65,263.3,0,0.360746,AAPL,A
23/5/2012,20/10/2012,P,835000,266,268.35,0,0.369686,AAPL,A
23/5/2012,20/10/2012,P,840000,270.9,273.25,0,0.371899,AAPL,A
23/5/2012,20/10/2012,P,845000,275.55,278.1,0,0.370493,AAPL,A
23/5/2012,20/10/2012,P,850000,280.65,282.85,0,0.373003,AAPL,A
23/5/2012,20/10/2012,P,855000,285.4,287.9,0,0.374794,AAPL,A
23/5/2012,20/10/2012,P,860000,290.3,292.85,0,0.377103,AAPL,A
23/5/2012,20/10/2012,P,865000,295,297.75,0,0.375985,AAPL,A
23/5/2012,20/10/2012,P,870000,299.9,302.65,0,0.377316,AAPL,A
23/5/2012,20/10/2012,P,875000,305.1,307.6,0,0.383467,AAPL,A
23/5/2012,20/10/2012,P,880000,310.2,312.5,0,0.387502,AAPL,A
23/5/2012,20/10/2012,P,885000,315.3,317.45,0,0.392205,AAPL,A
23/5/2012,20/10/2012,P,890000,319.9,322.25,0,0.38744,AAPL,A
23/5/2012,20/10/2012,P,900000,330.15,332.1,0,0.396734,AAPL,A
23/5/2012,20/10/2012,P,910000,339.5,342.2,0,0.395574,AAPL,A
23/5/2012,20/10/2012,P,920000,349.45,351.95,0,0.397791,AAPL,A
23/5/2012,20/10/2012,P,930000,359.45,361.85,0,0.403246,AAPL,A
23/5/2012,20/10/2012,P,940000,369.65,371.75,0,0.412282,AAPL,A
23/5/2012,20/10/2012,P,950000,379.5,381.7,0,0.41558,AAPL,A
23/5/2012,20/10/2012,P,960000,389.35,391.8,0,0.421575,AAPL,A
23/5/2012,19/1/2013,C,135000,434.4,437.1,0,,AAPL,A
23/5/2012,19/1/2013,C,140000,429.3,432.15,0,,AAPL,A
23/5/2012,19/1/2013,C,145000,424.3,427.7,0,,AAPL,A
23/5/2012,19/1/2013,C,150000,419.35,422.9,0,0.538865,AAPL,A
23/5/2012,19/1/2013,C,155000,414.35,417.85,0,,AAPL,A
23/5/2012,19/1/2013,C,160000,409.6,412.4,0,,AAPL,A
23/5/2012,19/1/2013,C,165000,404.4,407.95,0,0.498364,AAPL,A
23/5/2012,19/1/2013,C,170000,399.65,402.45,0,,AAPL,A
23/5/2012,19/1/2013,C,175000,394.4,397.4,0,,AAPL,A
23/5/2012,19/1/2013,C,180000,389.75,392.85,0,0.513809,AAPL,A
23/5/2012,19/1/2013,C,185000,384.55,387.45,0,,AAPL,A
23/5/2012,19/1/2013,C,190000,379.55,382.95,0,0.427428,AAPL,A
23/5/2012,19/1/2013,C,195000,374.9,378.05,0,0.519157,AAPL,A
23/5/2012,19/1/2013,C,200000,369.95,373.05,0,0.509339,AAPL,A
23/5/2012,19/1/2013,C,205000,364.75,367.65,0,,AAPL,A
23/5/2012,19/1/2013,C,210000,359.85,363.2,0,0.484514,AAPL,A
23/5/2012,19/1/2013,C,215000,354.95,358.5,0,0.507673,AAPL,A
23/5/2012,19/1/2013,C,220000,350.25,353,0,0.476662,AAPL,A
23/5/2012,19/1/2013,C,225000,345.1,348.15,0,0.462758,AAPL,A
23/5/2012,19/1/2013,C,230000,340.45,343,0,0.466812,AAPL,A
23/5/2012,19/1/2013,C,235000,335.3,338.95,0,0.501855,AAPL,A
23/5/2012,19/1/2013,C,240000,330.65,333.35,1,0.476676,AAPL,A
23/5/2012,19/1/2013,C,245000,325.55,328.55,0,0.469519,AAPL,A
23/5/2012,19/1/2013,C,250000,320.85,323.55,5,0.471501,AAPL,A
23/5/2012,19/1/2013,C,255000,316.05,318.55,0,0.467949,AAPL,A
23/5/2012,19/1/2013,C,260000,311.15,313.6,0,0.46205,AAPL,A
23/5/2012,19/1/2013,C,265000,306.1,309.3,0,0.472453,AAPL,A
23/5/2012,19/1/2013,C,270000,301.5,303.85,0,0.459451,AAPL,A
23/5/2012,19/1/2013,C,275000,296.6,298.95,0,0.454155,AAPL,A
23/5/2012,19/1/2013,C,280000,291.85,294.1,0,0.453987,AAPL,A
23/5/2012,19/1/2013,C,285000,286.95,289.3,2,0.450469,AAPL,A
23/5/2012,19/1/2013,C,290000,282.15,284.45,0,0.447663,AAPL,A
23/5/2012,19/1/2013,C,295000,277.4,279.65,0,0.446438,AAPL,A
23/5/2012,19/1/2013,C,300000,272.6,274.75,12,0.441645,AAPL,A
23/5/2012,19/1/2013,C,305000,267.75,270,1,0.438453,AAPL,A
23/5/2012,19/1/2013,C,310000,263,265.25,0,0.436545,AAPL,A
23/5/2012,19/1/2013,C,315000,258.25,260.6,0,0.435628,AAPL,A
23/5/2012,19/1/2013,C,320000,253.35,255.8,1,0.429647,AAPL,A
23/5/2012,19/1/2013,C,325000,248.85,250.95,6,0.428464,AAPL,A
23/5/2012,19/1/2013,C,330000,245,246.3,3,0.43731,AAPL,A
23/5/2012,19/1/2013,C,335000,239.6,241.8,0,0.427969,AAPL,A
23/5/2012,19/1/2013,C,340000,235.15,236.85,0,0.424436,AAPL,A
23/5/2012,19/1/2013,C,345000,230.35,232,0,0.417895,AAPL,A
23/5/2012,19/1/2013,C,350000,225.95,227.65,8,0.420463,AAPL,A
23/5/2012,19/1/2013,C,355000,221.5,222.8,1,0.416849,AAPL,A
23/5/2012,19/1/2013,C,360000,217,218.35,0,0.416091,AAPL,A
23/5/2012,19/1/2013,C,365000,212.45,213.7,1,0.412638,AAPL,A
23/5/2012,19/1/2013,C,370000,207.8,209.2,1,0.409286,AAPL,A
23/5/2012,19/1/2013,C,375000,203.6,204.75,0,0.409471,AAPL,A
23/5/2012,19/1/2013,C,380000,199.2,200.35,8,0.407927,AAPL,A
23/5/2012,19/1/2013,C,385000,194.75,196.35,1,0.408351,AAPL,A
23/5/2012,19/1/2013,C,390000,190.1,191.55,1,0.401543,AAPL,A
23/5/2012,19/1/2013,C,395000,185.95,187.25,10,0.401089,AAPL,A
23/5/2012,19/1/2013,C,400000,181.55,183.05,83,0.399182,AAPL,A
23/5/2012,19/1/2013,C,405000,177.65,178.9,0,0.400049,AAPL,A
23/5/2012,19/1/2013,C,410000,173.15,174.6,1,0.396132,AAPL,A
23/5/2012,19/1/2013,C,415000,169.3,170.5,0,0.396518,AAPL,A
23/5/2012,19/1/2013,C,420000,165.4,166.45,7,0.396345,AAPL,A
23/5/2012,19/1/2013,C,425000,161.25,162.3,3,0.393941,AAPL,A
23/5/2012,19/1/2013,C,430000,157.25,158.3,6,0.392614,AAPL,A
23/5/2012,19/1/2013,C,435000,153.2,154.35,0,0.390873,AAPL,A
23/5/2012,19/1/2013,C,440000,149.4,150.45,1,0.390086,AAPL,A
23/5/2012,19/1/2013,C,445000,145.5,146.65,0,0.388876,AAPL,A
23/5/2012,19/1/2013,C,450000,141.75,142.7,575,0.387272,AAPL,A
23/5/2012,19/1/2013,C,455000,137.95,138.95,2,0.385901,AAPL,A
23/5/2012,19/1/2013,C,460000,134.45,135.25,41,0.385511,AAPL,A
23/5/2012,19/1/2013,C,465000,130.45,131.55,1,0.38278,AAPL,A
23/5/2012,19/1/2013,C,470000,126.85,128,44,0.381785,AAPL,A
23/5/2012,19/1/2013,C,475000,123.75,124.35,70,0.381851,AAPL,A
23/5/2012,19/1/2013,C,480000,120.05,120.8,4,0.379726,AAPL,A
23/5/2012,19/1/2013,C,485000,116.55,117.45,0,0.378653,AAPL,A
23/5/2012,19/1/2013,C,490000,113.35,114.15,18,0.378386,AAPL,A
23/5/2012,19/1/2013,C,495000,110.05,110.7,14,0.376889,AAPL,A
23/5/2012,19/1/2013,C,500000,106.85,107.45,453,0.376019,AAPL,A
23/5/2012,19/1/2013,C,505000,103.7,104.3,2,0.375268,AAPL,A
23/5/2012,19/1/2013,C,510000,100.65,101.2,18,0.374631,AAPL,A
23/5/2012,19/1/2013,C,515000,97.55,98.05,4,0.373329,AAPL,A
23/5/2012,19/1/2013,C,520000,94.55,95,38,0.372293,AAPL,A
23/5/2012,19/1/2013,C,525000,91.6,92.2,58,0.371802,AAPL,A
23/5/2012,19/1/2013,C,530000,88.7,89.2,102,0.370513,AAPL,A
23/5/2012,19/1/2013,C,535000,85.9,86.4,51,0.369766,AAPL,A
23/5/2012,19/1/2013,C,540000,83.15,83.65,331,0.368974,AAPL,A
23/5/2012,19/1/2013,C,545000,80.45,80.95,26,0.368136,AAPL,A
23/5/2012,19/1/2013,C,550000,77.8,78.3,2355,0.367251,AAPL,A
23/5/2012,19/1/2013,C,555000,75.2,75.7,97,0.366317,AAPL,A
23/5/2012,19/1/2013,C,560000,72.65,73.1,969,0.365195,AAPL,A
23/5/2012,19/1/2013,C,565000,70.2,70.65,187,0.364448,AAPL,A
23/5/2012,19/1/2013,C,570000,67.7,68.2,199,0.363251,AAPL,A
23/5/2012,19/1/2013,C,575000,65.4,65.85,74,0.362573,AAPL,A
23/5/2012,19/1/2013,C,580000,63.15,63.55,353,0.361863,AAPL,A
23/5/2012,19/1/2013,C,585000,60.8,61.25,571,0.360574,AAPL,A
23/5/2012,19/1/2013,C,590000,58.65,59.05,72,0.359791,AAPL,A
23/5/2012,19/1/2013,C,595000,56.5,56.9,57,0.358837,AAPL,A
23/5/2012,19/1/2013,C,600000,54.45,54.8,1529,0.357989,AAPL,A
23/5/2012,19/1/2013,C,605000,52.35,52.75,320,0.356847,AAPL,A
23/5/2012,19/1/2013,C,610000,50.4,50.75,478,0.355957,AAPL,A
23/5/2012,19/1/2013,C,615000,48.45,48.85,54,0.35505,AAPL,A
23/5/2012,19/1/2013,C,620000,46.6,46.95,255,0.354125,AAPL,A
23/5/2012,19/1/2013,C,625000,44.75,45.15,76,0.35318,AAPL,A
23/5/2012,19/1/2013,C,630000,43,43.35,56,0.352221,AAPL,A
23/5/2012,19/1/2013,C,635000,41.25,41.65,15,0.351255,AAPL,A
23/5/2012,19/1/2013,C,640000,39.6,40,74,0.350431,AAPL,A
23/5/2012,19/1/2013,C,645000,38,38.35,27,0.349476,AAPL,A
23/5/2012,19/1/2013,C,650000,36.4,36.75,548,0.348389,AAPL,A
23/5/2012,19/1/2013,C,655000,34.9,35.25,225,0.347596,AAPL,A
23/5/2012,19/1/2013,C,660000,33.45,33.8,149,0.346816,AAPL,A
23/5/2012,19/1/2013,C,665000,32,32.35,9,0.345761,AAPL,A
23/5/2012,19/1/2013,C,670000,30.65,31,46,0.345022,AAPL,A
23/5/2012,19/1/2013,C,675000,29.35,29.65,29,0.344167,AAPL,A
23/5/2012,19/1/2013,C,680000,28.05,28.4,19,0.343354,AAPL,A
23/5/2012,19/1/2013,C,685000,26.85,27.15,20,0.342586,AAPL,A
23/5/2012,19/1/2013,C,690000,25.65,25.95,120,0.341711,AAPL,A
23/5/2012,19/1/2013,C,695000,24.5,24.8,35,0.340886,AAPL,A
23/5/2012,19/1/2013,C,700000,23.4,23.7,1026,0.340117,AAPL,A
23/5/2012,19/1/2013,C,705000,22.3,22.6,397,0.33909,AAPL,A
23/5/2012,19/1/2013,C,710000,21.3,21.6,84,0.338468,AAPL,A
23/5/2012,19/1/2013,C,715000,20.35,20.6,26,0.337774,AAPL,A
23/5/2012,19/1/2013,C,720000,19.45,19.7,42,0.337355,AAPL,A
23/5/2012,19/1/2013,C,725000,18.5,18.7,26,0.336172,AAPL,A
23/5/2012,19/1/2013,C,730000,17.6,17.8,24,0.335261,AAPL,A
23/5/2012,19/1/2013,C,735000,16.75,16.95,9,0.33446,AAPL,A
23/5/2012,19/1/2013,C,740000,16,16.15,89,0.333972,AAPL,A
23/5/2012,19/1/2013,C,745000,15.25,15.4,28,0.333442,AAPL,A
23/5/2012,19/1/2013,C,750000,14.5,14.7,745,0.332878,AAPL,A
23/5/2012,19/1/2013,C,755000,13.8,14,55,0.332285,AAPL,A
23/5/2012,19/1/2013,C,760000,13.1,13.4,23,0.331874,AAPL,A
23/5/2012,19/1/2013,C,765000,12.5,12.7,7,0.331237,AAPL,A
23/5/2012,19/1/2013,C,770000,11.85,12.1,35,0.330581,AAPL,A
23/5/2012,19/1/2013,C,775000,11.3,11.5,3,0.330132,AAPL,A
23/5/2012,19/1/2013,C,780000,10.75,10.95,5,0.32969,AAPL,A
23/5/2012,19/1/2013,C,785000,10.2,10.45,8,0.329267,AAPL,A
23/5/2012,19/1/2013,C,790000,9.7,9.9,6,0.328632,AAPL,A
23/5/2012,19/1/2013,C,795000,9.2,9.4,6,0.328026,AAPL,A
23/5/2012,19/1/2013,C,800000,8.75,8.95,196,0.32771,AAPL,A
23/5/2012,19/1/2013,C,805000,8.3,8.55,31,0.327453,AAPL,A
23/5/2012,19/1/2013,C,810000,7.9,8.1,25,0.326995,AAPL,A
23/5/2012,19/1/2013,C,815000,7.45,7.65,5,0.326044,AAPL,A
23/5/2012,19/1/2013,C,820000,7,7.3,9,0.325427,AAPL,A
23/5/2012,19/1/2013,C,825000,6.65,6.95,2,0.325188,AAPL,A
23/5/2012,19/1/2013,C,830000,6.4,6.65,6,0.325677,AAPL,A
23/5/2012,19/1/2013,C,835000,6,6.35,3,0.32508,AAPL,A
23/5/2012,19/1/2013,C,840000,5.7,6,0,0.324597,AAPL,A
23/5/2012,19/1/2013,C,845000,5.45,5.7,2,0.324582,AAPL,A
23/5/2012,19/1/2013,C,850000,5.15,5.35,18,0.323699,AAPL,A
23/5/2012,19/1/2013,C,855000,4.9,5.15,4,0.324021,AAPL,A
23/5/2012,19/1/2013,C,860000,4.65,4.8,6,0.323081,AAPL,A
23/5/2012,19/1/2013,C,865000,4.45,4.7,19,0.324215,AAPL,A
23/5/2012,19/1/2013,C,870000,4.2,4.5,2,0.324076,AAPL,A
23/5/2012,19/1/2013,C,875000,4,4.25,5,0.323772,AAPL,A
23/5/2012,19/1/2013,C,880000,3.8,4.05,1,0.323713,AAPL,A
23/5/2012,19/1/2013,C,885000,3.65,3.85,1,0.323931,AAPL,A
23/5/2012,19/1/2013,C,890000,3.45,3.65,2,0.32356,AAPL,A
23/5/2012,19/1/2013,C,895000,3.3,3.5,26,0.323937,AAPL,A
23/5/2012,19/1/2013,C,900000,3.15,3.3,18,0.323707,AAPL,A
23/5/2012,19/1/2013,C,910000,2.85,3,46,0.323762,AAPL,A
23/5/2012,19/1/2013,C,920000,2.58,2.71,47,0.32366,AAPL,A
23/5/2012,19/1/2013,C,930000,2.35,2.46,36,0.323902,AAPL,A
23/5/2012,19/1/2013,C,940000,2.13,2.23,60,0.323975,AAPL,A
23/5/2012,19/1/2013,C,950000,1.95,2.04,57,0.324564,AAPL,A
23/5/2012,19/1/2013,C,960000,1.75,1.86,246,0.324528,AAPL,A
23/5/2012,19/1/2013,P,135000,0.4,0.55,43,0.750075,AAPL,A
23/5/2012,19/1/2013,P,140000,0.45,0.65,0,0.745359,AAPL,A
23/5/2012,19/1/2013,P,145000,0.42,0.65,0,0.724772,AAPL,A
23/5/2012,19/1/2013,P,150000,0.49,0.71,0,0.717964,AAPL,A
23/5/2012,19/1/2013,P,155000,0.61,0.7,33,0.709111,AAPL,A
23/5/2012,19/1/2013,P,160000,0.69,0.77,7,0.702655,AAPL,A
23/5/2012,19/1/2013,P,165000,0.73,0.83,20,0.692624,AAPL,A
23/5/2012,19/1/2013,P,170000,0.8,0.9,0,0.684859,AAPL,A
23/5/2012,19/1/2013,P,175000,0.88,0.98,11,0.677855,AAPL,A
23/5/2012,19/1/2013,P,180000,0.98,1.06,124,0.671445,AAPL,A
23/5/2012,19/1/2013,P,185000,1.06,1.15,22,0.664164,AAPL,A
23/5/2012,19/1/2013,P,190000,1.13,1.21,0,0.654939,AAPL,A
23/5/2012,19/1/2013,P,195000,1.2,1.32,0,0.647677,AAPL,A
23/5/2012,19/1/2013,P,200000,1.31,1.41,1,0.640934,AAPL,A
23/5/2012,19/1/2013,P,205000,1.39,1.5,0,0.632894,AAPL,A
23/5/2012,19/1/2013,P,210000,1.49,1.6,4,0.625739,AAPL,A
23/5/2012,19/1/2013,P,215000,1.6,1.68,0,0.618094,AAPL,A
23/5/2012,19/1/2013,P,220000,1.71,1.81,2,0.61178,AAPL,A
23/5/2012,19/1/2013,P,225000,1.83,1.9,76,0.604389,AAPL,A
23/5/2012,19/1/2013,P,230000,1.95,2.01,255,0.597394,AAPL,A
23/5/2012,19/1/2013,P,235000,2.08,2.16,71,0.59147,AAPL,A
23/5/2012,19/1/2013,P,240000,2.2,2.28,9,0.584377,AAPL,A
23/5/2012,19/1/2013,P,245000,2.34,2.42,0,0.578049,AAPL,A
23/5/2012,19/1/2013,P,250000,2.5,2.55,92,0.571753,AAPL,A
23/5/2012,19/1/2013,P,255000,2.66,2.74,0,0.566465,AAPL,A
23/5/2012,19/1/2013,P,260000,2.81,2.93,2,0.560719,AAPL,A
23/5/2012,19/1/2013,P,265000,3,3.1,0,0.55511,AAPL,A
23/5/2012,19/1/2013,P,270000,3.2,3.3,8,0.549949,AAPL,A
23/5/2012,19/1/2013,P,275000,3.35,3.5,1,0.543741,AAPL,A
23/5/2012,19/1/2013,P,280000,3.55,3.65,32,0.537388,AAPL,A
23/5/2012,19/1/2013,P,285000,3.75,3.9,5,0.532371,AAPL,A
23/5/2012,19/1/2013,P,290000,3.95,4.1,19,0.526427,AAPL,A
23/5/2012,19/1/2013,P,295000,4.15,4.35,4,0.520999,AAPL,A
23/5/2012,19/1/2013,P,300000,4.4,4.55,90,0.515378,AAPL,A
23/5/2012,19/1/2013,P,305000,4.65,4.8,17,0.510188,AAPL,A
23/5/2012,19/1/2013,P,310000,4.9,5.1,8,0.505366,AAPL,A
23/5/2012,19/1/2013,P,315000,5.2,5.4,4,0.500861,AAPL,A
23/5/2012,19/1/2013,P,320000,5.55,5.7,80,0.496628,AAPL,A
23/5/2012,19/1/2013,P,325000,5.8,6,18,0.491124,AAPL,A
23/5/2012,19/1/2013,P,330000,6.15,6.35,65,0.486914,AAPL,A
23/5/2012,19/1/2013,P,335000,6.5,6.7,37,0.482447,AAPL,A
23/5/2012,19/1/2013,P,340000,6.9,7.1,118,0.478627,AAPL,A
23/5/2012,19/1/2013,P,345000,7.3,7.5,97,0.474519,AAPL,A
23/5/2012,19/1/2013,P,350000,7.7,7.95,77,0.470555,AAPL,A
23/5/2012,19/1/2013,P,355000,8.15,8.4,73,0.466712,AAPL,A
23/5/2012,19/1/2013,P,360000,8.7,8.9,71,0.463724,AAPL,A
23/5/2012,19/1/2013,P,365000,9.2,9.4,11,0.460052,AAPL,A
23/5/2012,19/1/2013,P,370000,9.75,9.95,56,0.456802,AAPL,A
23/5/2012,19/1/2013,P,375000,10.35,10.5,57,0.453581,AAPL,A
23/5/2012,19/1/2013,P,380000,10.95,11.15,868,0.450686,AAPL,A
23/5/2012,19/1/2013,P,385000,11.55,11.8,48,0.44746,AAPL,A
23/5/2012,19/1/2013,P,390000,12.25,12.4,29,0.444226,AAPL,A
23/5/2012,19/1/2013,P,395000,12.95,13.15,24,0.44155,AAPL,A
23/5/2012,19/1/2013,P,400000,13.65,13.9,92,0.438549,AAPL,A
23/5/2012,19/1/2013,P,405000,14.45,14.7,25,0.436046,AAPL,A
23/5/2012,19/1/2013,P,410000,15.35,15.5,21,0.433722,AAPL,A
23/5/2012,19/1/2013,P,415000,16.15,16.45,21,0.4313,AAPL,A
23/5/2012,19/1/2013,P,420000,17.05,17.35,38,0.42878,AAPL,A
23/5/2012,19/1/2013,P,425000,18.05,18.25,112,0.426398,AAPL,A
23/5/2012,19/1/2013,P,430000,19,19.25,33,0.423922,AAPL,A
23/5/2012,19/1/2013,P,435000,20.1,20.3,9,0.422006,AAPL,A
23/5/2012,19/1/2013,P,440000,21.1,21.4,23,0.419542,AAPL,A
23/5/2012,19/1/2013,P,445000,22.3,22.55,8,0.417796,AAPL,A
23/5/2012,19/1/2013,P,450000,23.45,23.75,90,0.415695,AAPL,A
23/5/2012,19/1/2013,P,455000,24.7,25.05,26,0.414038,AAPL,A
23/5/2012,19/1/2013,P,460000,26,26.3,9,0.41203,AAPL,A
23/5/2012,19/1/2013,P,465000,27.35,27.7,6,0.410435,AAPL,A
23/5/2012,19/1/2013,P,470000,28.75,29.05,25,0.408506,AAPL,A
23/5/2012,19/1/2013,P,475000,30.2,30.55,229,0.406966,AAPL,A
23/5/2012,19/1/2013,P,480000,31.7,32,53,0.405086,AAPL,A
23/5/2012,19/1/2013,P,485000,33.3,33.6,39,0.403728,AAPL,A
23/5/2012,19/1/2013,P,490000,34.95,35.25,210,0.402356,AAPL,A
23/5/2012,19/1/2013,P,495000,36.65,36.95,20,0.400979,AAPL,A
23/5/2012,19/1/2013,P,500000,38.35,38.7,77,0.399435,AAPL,A
23/5/2012,19/1/2013,P,505000,40.2,40.55,31,0.398369,AAPL,A
23/5/2012,19/1/2013,P,510000,42.1,42.35,178,0.396976,AAPL,A
23/5/2012,19/1/2013,P,515000,44,44.4,28,0.396023,AAPL,A
23/5/2012,19/1/2013,P,520000,46,46.45,115,0.395036,AAPL,A
23/5/2012,19/1/2013,P,525000,48.1,48.4,95,0.393716,AAPL,A
23/5/2012,19/1/2013,P,530000,50.15,50.55,178,0.392519,AAPL,A
23/5/2012,19/1/2013,P,535000,52.35,52.75,158,0.391587,AAPL,A
23/5/2012,19/1/2013,P,540000,54.55,55,179,0.390492,AAPL,A
23/5/2012,19/1/2013,P,545000,56.85,57.25,50,0.389373,AAPL,A
23/5/2012,19/1/2013,P,550000,59.15,59.6,241,0.388225,AAPL,A
23/5/2012,19/1/2013,P,555000,61.6,62.05,47,0.387467,AAPL,A
23/5/2012,19/1/2013,P,560000,64.05,64.5,156,0.386398,AAPL,A
23/5/2012,19/1/2013,P,565000,66.6,67.05,41,0.385585,AAPL,A
23/5/2012,19/1/2013,P,570000,69.15,69.55,70,0.384338,AAPL,A
23/5/2012,19/1/2013,P,575000,71.8,72.25,40,0.383629,AAPL,A
23/5/2012,19/1/2013,P,580000,74.45,74.8,170,0.382224,AAPL,A
23/5/2012,19/1/2013,P,585000,77.2,77.5,561,0.381209,AAPL,A
23/5/2012,19/1/2013,P,590000,79.95,80.35,3,0.380309,AAPL,A
23/5/2012,19/1/2013,P,595000,82.8,83.3,11,0.37966,AAPL,A
23/5/2012,19/1/2013,P,600000,85.75,86.2,55,0.378859,AAPL,A
23/5/2012,19/1/2013,P,605000,88.7,89.2,26,0.378044,AAPL,A
23/5/2012,19/1/2013,P,610000,91.7,92.25,60,0.377234,AAPL,A
23/5/2012,19/1/2013,P,615000,94.75,95.25,12,0.37615,AAPL,A
23/5/2012,19/1/2013,P,620000,97.9,98.4,1,0.375471,AAPL,A
23/5/2012,19/1/2013,P,625000,101.05,101.5,14,0.374382,AAPL,A
23/5/2012,19/1/2013,P,630000,104.25,104.75,41,0.373563,AAPL,A
23/5/2012,19/1/2013,P,635000,107.55,108,1,0.372754,AAPL,A
23/5/2012,19/1/2013,P,640000,110.8,111.35,3,0.371818,AAPL,A
