date,exdate,cp_flag,strike_price,best_bid,best_offer,volume,impl_volatility,ticker,exercise_style
23/5/2012,19/1/2013,P,37000,8.45,8.6,84,0.249425,MSFT,A
23/5/2012,19/1/2013,P,38000,9.3,9.55,0,0.24473,MSFT,A
23/5/2012,19/1/2013,P,39000,10.35,10.45,24,0.255039,MSFT,A
23/5/2012,19/1/2013,P,40000,11.3,11.4,0,0.255933,MSFT,A
23/5/2012,19/1/2013,P,41000,12.15,12.45,0,0.252635,MSFT,A
23/5/2012,19/1/2013,P,42000,13.15,13.55,0,0.28591,MSFT,A
23/5/2012,19/1/2013,P,43000,13.95,14.95,0,0.331103,MSFT,A
23/5/2012,19/1/2013,P,44000,14.7,16.8,0,0.414564,MSFT,A
23/5/2012,19/1/2013,P,45000,15.65,17.9,0,0.434692,MSFT,A
23/5/2012,19/1/2013,P,46000,16.7,18.6,0,0.423249,MSFT,A
23/5/2012,19/1/2013,P,47000,17,19.75,0,0.362543,MSFT,A
23/5/2012,18/1/2014,C,15000,12.55,15.1,2,,MSFT,A
23/5/2012,18/1/2014,C,18000,9.35,13.05,0,0.273634,MSFT,A
23/5/2012,18/1/2014,C,20000,9.6,9.75,100,0.323203,MSFT,A
23/5/2012,18/1/2014,C,23000,7.25,7.35,7,0.302398,MSFT,A
23/5/2012,18/1/2014,C,25000,5.9,6,111,0.293299,MSFT,A
23/5/2012,18/1/2014,C,27000,4.75,4.8,117,0.285913,MSFT,A
23/5/2012,18/1/2014,C,30000,3.2,3.35,343,0.271833,MSFT,A
23/5/2012,18/1/2014,C,32000,2.47,2.54,101,0.265421,MSFT,A
23/5/2012,18/1/2014,C,35000,1.59,1.67,230,0.257818,MSFT,A
23/5/2012,18/1/2014,C,37000,1.17,1.23,10,0.253182,MSFT,A
23/5/2012,18/1/2014,C,40000,0.72,0.78,452,0.2487,MSFT,A
23/5/2012,18/1/2014,C,45000,0.3,0.35,26,0.242265,MSFT,A
23/5/2012,18/1/2014,P,15000,0.58,0.59,40,0.408335,MSFT,A
23/5/2012,18/1/2014,P,18000,0.98,1.02,23,0.374353,MSFT,A
23/5/2012,18/1/2014,P,20000,1.34,1.39,20,0.35286,MSFT,A
23/5/2012,18/1/2014,P,23000,2.1,2.16,40,0.327046,MSFT,A
23/5/2012,18/1/2014,P,25000,2.78,2.84,1102,0.313224,MSFT,A
23/5/2012,18/1/2014,P,27000,3.6,3.7,93,0.302105,MSFT,A
23/5/2012,18/1/2014,P,30000,5.1,5.25,55,0.286616,MSFT,A
23/5/2012,18/1/2014,P,32000,6.35,6.5,0,0.280955,MSFT,A
23/5/2012,18/1/2014,P,35000,8.45,8.6,0,0.272295,MSFT,A
23/5/2012,18/1/2014,P,37000,9.9,10.5,0,0.278256,MSFT,A
23/5/2012,18/1/2014,P,40000,12.45,13.05,0,0.279656,MSFT,A
23/5/2012,18/1/2014,P,45000,15.95,19.05,0,0.311179,MSFT,A
